ICOUNT,ID_MT,ENTIDAD,ID_TRAMO,TIPO_CALZ,PR,Latitud,Longitud,Clasificacion,Municipio,Departamento,divipola
2,,INVIAS-OTROS,,,37,1.020441,-77.698917,Muy Bajo,SAPUYES,NARIÑO,52720
2,4G025,ANI,RumPast_Tramo_UF3,Doble,36,0.997095,-77.474728,Muy Bajo,ILES,NARIÑO,52352
4,4G025,ANI,RumPast_Tramo_UF5,Doble,79,1.163092,-77.286501,Muy Bajo,PASTO,NARIÑO,52001
2,,INVIAS-OTROS,RPC_Tramo_5VOrientPasto,Sencilla,sd,1.168242,-77.255688,Muy Bajo,PASTO,NARIÑO,52001
2,,INVIAS-OTROS,ViaPuerto_Tramo_UF0,Sencilla,20,3.879461,-76.922322,Muy Bajo,BUENAVENTURA,VALLE DEL CAUCA,76109
2,,INVIAS-OTROS,ViaPuerto_Tramo_UF0,Sencilla,26,3.870278,-76.87666,Muy Bajo,BUENAVENTURA,VALLE DEL CAUCA,76109
7,,INVIAS-OTROS,ViaPuerto_Tramo_UF0,Sencilla,45,3.820753,-76.782572,Bajo,BUENAVENTURA,VALLE DEL CAUCA,76109
4,,INVIAS-OTROS,MVVCC_Tramo_7LobogBuga,Doble,83,3.845501,-76.579456,Muy Bajo,LA CUMBRE,VALLE DEL CAUCA,76377
2,4G026,ANI,AutoMar2_Tramo_UF5,Sencilla,24,7.492504,-76.566124,Muy Bajo,MUTATÁ,ANTIOQUIA,5480
2,4G021,ANI,MVVCC_Tramo_1PopayanSantQui,Doble,55,2.883826,-76.551361,Muy Bajo,CALDONO,CAUCA,19137
4,,INVIAS-OTROS,MVVCC_Tramo_7LobogBuga,Doble,87,3.854613,-76.54604,Muy Bajo,RESTREPO,VALLE DEL CAUCA,76606
3,4G021,ANI,MVVCC_Tramo_1PopayanSantQui,Doble,73,3.016749,-76.499233,Muy Bajo,SANTANDER DE QUILICHAO,CAUCA,19698
2,4G021,ANI,MVVCC_Tramo_1PopayanSantQui,Doble,71,3.000641,-76.496945,Muy Bajo,SANTANDER DE QUILICHAO,CAUCA,19698
8,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.552498,-76.47908,Bajo,PALMIRA,VALLE DEL CAUCA,76520
3,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,3,3.496313,-76.461411,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
3,,INVIAS-OTROS,MVVCC_Tramo_2SantQuiPalmira,Doble,sd,3.175478,-76.452656,Muy Bajo,VILLA RICA,CAUCA,19845
2,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,5,3.500004,-76.446648,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
4,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.559141,-76.445704,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
8,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.564077,-76.434174,Bajo,PALMIRA,VALLE DEL CAUCA,76520
2,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.530302,-76.426392,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
8,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.551623,-76.419354,Bajo,PALMIRA,VALLE DEL CAUCA,76520
12,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,7,3.50657,-76.417723,Bajo,PALMIRA,VALLE DEL CAUCA,76520
2,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.587551,-76.403217,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
4,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,9,3.510647,-76.400643,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
5,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.536031,-76.398626,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
9,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.522878,-76.392002,Bajo,PALMIRA,VALLE DEL CAUCA,76520
2,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.641882,-76.382275,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
4,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,13,3.514981,-76.380387,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
7,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.652625,-76.375694,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
2,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,13,3.518286,-76.366654,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
12,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.666267,-76.366207,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
2,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.672781,-76.354122,Muy Bajo,EL CERRITO,VALLE DEL CAUCA,76248
6,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.538857,-76.338101,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
15,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.561634,-76.334581,Medio,PALMIRA,VALLE DEL CAUCA,76520
10,,INVIAS-OTROS,MVVCC_Tramo_6CencarPLaTorre,Doble,sd,3.678103,-76.333952,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
5,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.574419,-76.329609,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
3,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,53,3.773546,-76.326542,Muy Bajo,GUACARÍ,VALLE DEL CAUCA,76318
3,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,sd,3.758211,-76.326084,Muy Bajo,GUACARÍ,VALLE DEL CAUCA,76318
12,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,49,3.741389,-76.324282,Bajo,GUACARÍ,VALLE DEL CAUCA,76318
6,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.585606,-76.322594,Muy Bajo,PALMIRA,VALLE DEL CAUCA,76520
8,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,43,3.698874,-76.322296,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
4,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,55,3.78705,-76.319046,Muy Bajo,GUACARÍ,VALLE DEL CAUCA,76318
13,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.600062,-76.314285,Bajo,PALMIRA,VALLE DEL CAUCA,76520
4,,DEPTO,,,118,3.886886,-76.312409,Muy Bajo,BUGA,VALLE DEL CAUCA,76111
4,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,43,3.691178,-76.311608,Muy Bajo,EL CERRITO,VALLE DEL CAUCA,76248
8,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,56,3.79818,-76.310864,Bajo,GUACARÍ,VALLE DEL CAUCA,76318
9,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,57,3.812018,-76.30785,Bajo,BUGA,VALLE DEL CAUCA,76111
12,,INVIAS-OTROS,MVVCC_Tramo_4CaliPalmira,Doble,sd,3.616777,-76.306601,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
6,,DEPTO,,,68,3.909502,-76.306572,Muy Bajo,BUGA,VALLE DEL CAUCA,76111
20,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,sd,3.86902,-76.303848,Medio,BUGA,VALLE DEL CAUCA,76111
7,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,59,3.826492,-76.302918,Bajo,BUGA,VALLE DEL CAUCA,76111
2,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,sd,3.6763,-76.301079,Muy Bajo,EL CERRITO,VALLE DEL CAUCA,76248
12,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,61,3.839293,-76.299992,Bajo,BUGA,VALLE DEL CAUCA,76111
11,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,61,3.851211,-76.297781,Bajo,BUGA,VALLE DEL CAUCA,76111
4,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,37,3.649092,-76.295843,Muy Bajo,EL CERRITO,VALLE DEL CAUCA,76248
13,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,35,3.629823,-76.295304,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
9,,INVIAS-OTROS,MVVCC_Tramo_3PalmiraBuga,Doble,39,3.66271,-76.292477,Bajo,EL CERRITO,VALLE DEL CAUCA,76248
7,,DEPTO,,,72,3.935516,-76.281996,Bajo,BUGA,VALLE DEL CAUCA,76111
2,,INVIAS-OTROS,,,62,3.359328,-76.264,Muy Bajo,PRADERA,VALLE DEL CAUCA,76563
4,,DEPTO,,,sd,3.964563,-76.260739,Muy Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
2,,DEPTO,,,79,3.976794,-76.246491,Muy Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
10,,DEPTO,,,80,3.986922,-76.2378,Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
7,,DEPTO,,,83,4.005461,-76.225572,Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
5,,DEPTO,,,84,4.018782,-76.218579,Muy Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
10,,DEPTO,,,86,4.0343,-76.211678,Bajo,SAN PEDRO,VALLE DEL CAUCA,76670
11,,DEPTO,,,87,4.043904,-76.207352,Bajo,TULUÁ,VALLE DEL CAUCA,76834
6,,DEPTO,,,90,4.058161,-76.19252,Muy Bajo,TULUÁ,VALLE DEL CAUCA,76834
13,,DEPTO,,,100,4.14213,-76.180086,Bajo,ANDALUCÍA,VALLE DEL CAUCA,76036
15,,DEPTO,,,92,4.071173,-76.178393,Medio,TULUÁ,VALLE DEL CAUCA,76834
5,,DEPTO,,,97,4.123049,-76.177998,Muy Bajo,TULUÁ,VALLE DEL CAUCA,76834
2,,DEPTO,,,0,4.159785,-76.17611,Muy Bajo,ANDALUCÍA,VALLE DEL CAUCA,76036
9,,DEPTO,,,95,4.104595,-76.175394,Bajo,TULUÁ,VALLE DEL CAUCA,76834
7,,DEPTO,,,93,4.084548,-76.172701,Bajo,TULUÁ,VALLE DEL CAUCA,76834
10,,DEPTO,,,2,4.181128,-76.170502,Bajo,ANDALUCÍA,VALLE DEL CAUCA,76036
12,,DEPTO,,,7,4.224855,-76.142206,Bajo,BUGALAGRANDE,VALLE DEL CAUCA,76113
4,,DEPTO,,,9,4.23347,-76.132508,Muy Bajo,BUGALAGRANDE,VALLE DEL CAUCA,76113
6,,DEPTO,,,11,4.244213,-76.124439,Muy Bajo,BUGALAGRANDE,VALLE DEL CAUCA,76113
8,,DEPTO,,,14,4.264176,-76.108475,Bajo,ZARZAL,VALLE DEL CAUCA,76895
14,,DEPTO,,,16,4.276208,-76.09896,Bajo,ZARZAL,VALLE DEL CAUCA,76895
13,,DEPTO,,,18,4.291308,-76.085959,Bajo,ZARZAL,VALLE DEL CAUCA,76895
8,,DEPTO,,,20,4.30677,-76.074057,Bajo,ZARZAL,VALLE DEL CAUCA,76895
48,,DEPTO,,,28,4.372459,-76.069744,Muy Alto,ZARZAL,VALLE DEL CAUCA,76895
22,,DEPTO,,,26,4.352708,-76.068962,Medio,ZARZAL,VALLE DEL CAUCA,76895
24,1G010,ANI,Armenia_Tramo_7LaPailaCalarca,Sencilla,0,4.33636,-76.066521,Medio,ZARZAL,VALLE DEL CAUCA,76895
36,,DEPTO,,,30,4.387085,-76.063866,Alto,ZARZAL,VALLE DEL CAUCA,76895
36,,DEPTO,,,33,4.40598,-76.061621,Alto,ZARZAL,VALLE DEL CAUCA,76895
32,,DEPTO,,,34,4.423302,-76.058538,Alto,ZARZAL,VALLE DEL CAUCA,76895
25,,DEPTO,,,36,4.437601,-76.055184,Medio,ZARZAL,VALLE DEL CAUCA,76895
40,,DEPTO,,,38,4.453308,-76.050536,Alto,ZARZAL,VALLE DEL CAUCA,76895
22,,DEPTO,,,40,4.466744,-76.041826,Medio,LA VICTORIA,VALLE DEL CAUCA,76403
22,,DEPTO,,,40,4.47547,-76.035332,Medio,LA VICTORIA,VALLE DEL CAUCA,76403
21,,DEPTO,Pereira_Tramo_1LaVictCartago,Doble,42,4.485065,-76.030122,Medio,LA VICTORIA,VALLE DEL CAUCA,76403
31,,DEPTO,Pereira_Tramo_1LaVictCartago,Doble,44,4.498256,-76.022054,Alto,LA VICTORIA,VALLE DEL CAUCA,76403
24,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,45,4.513348,-76.017273,Medio,LA VICTORIA,VALLE DEL CAUCA,76403
45,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,48,4.530162,-76.0165,Muy Alto,LA VICTORIA,VALLE DEL CAUCA,76403
37,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,50,4.546532,-76.00156,Alto,LA VICTORIA,VALLE DEL CAUCA,76403
34,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,52,4.558958,-75.985394,Alto,OBANDO,VALLE DEL CAUCA,76497
10,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,54,4.56803,-75.979042,Bajo,OBANDO,VALLE DEL CAUCA,76497
23,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,56,4.585813,-75.970048,Medio,OBANDO,VALLE DEL CAUCA,76497
47,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,58,4.603183,-75.959815,Muy Alto,OBANDO,VALLE DEL CAUCA,76497
3,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,14,1.915426,-75.955181,Muy Bajo,TIMANÁ,HUILA,41807
30,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,61,4.61782,-75.94623,Alto,OBANDO,VALLE DEL CAUCA,76497
19,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,sd,4.626189,-75.935124,Medio,OBANDO,VALLE DEL CAUCA,76497
29,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,64,4.633553,-75.925799,Alto,OBANDO,VALLE DEL CAUCA,76497
47,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,68,4.668601,-75.925796,Muy Alto,CARTAGO,VALLE DEL CAUCA,76147
22,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,70,4.686006,-75.924397,Medio,CARTAGO,VALLE DEL CAUCA,76147
51,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,66,4.649518,-75.922127,Muy Alto,CARTAGO,VALLE DEL CAUCA,76147
7,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,sd,4.707041,-75.922075,Bajo,CARTAGO,VALLE DEL CAUCA,76147
22,3G003,ANI,Pereira_Tramo_1LaVictCartago,Doble,sd,4.720674,-75.91701,Medio,CARTAGO,VALLE DEL CAUCA,76147
2,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,25,2.000284,-75.908661,Muy Bajo,TIMANÁ,HUILA,41807
2,3G003,ANI,Pereira_Tramo_4PasoNalCartago,Doble,77,4.740687,-75.903168,Muy Bajo,CARTAGO,VALLE DEL CAUCA,76147
2,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,28,2.006035,-75.892868,Muy Bajo,TIMANÁ,HUILA,41807
2,,INVIAS-OTROS,Pereira_Tramo_2CartagICerritos,Doble,80,4.766522,-75.892353,Muy Bajo,PEREIRA,RISARALDA,66001
8,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,30,2.016356,-75.88274,Bajo,TIMANÁ,HUILA,41807
17,,INVIAS-OTROS,Pereira_Tramo_2CartagICerritos,Doble,83,4.777747,-75.876045,Medio,PEREIRA,RISARALDA,66001
12,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,32,2.026785,-75.873385,Bajo,TIMANÁ,HUILA,41807
3,,INVIAS-OTROS,,,51,2.414103,-75.8634,Muy Bajo,LA PLATA,HUILA,41396
4,,INVIAS-OTROS,,,6,4.841666,-75.859738,Muy Bajo,PEREIRA,RISARALDA,66001
3,,INVIAS-OTROS,Pereira_Tramo_2CartagICerritos,Doble,85,4.793902,-75.859223,Muy Bajo,PEREIRA,RISARALDA,66001
3,,INVIAS-OTROS,,,56,2.437849,-75.849667,Muy Bajo,LA PLATA,HUILA,41396
5,,INVIAS-OTROS,,,58,2.454672,-75.837164,Muy Bajo,PAICOL,HUILA,41518
10,,INVIAS-OTROS,,,22,1.847069,-75.823946,Bajo,SUAZA,HUILA,41770
4,,INVIAS-OTROS,,,19,1.875115,-75.823403,Muy Bajo,SUAZA,HUILA,41770
11,4G016,ANI,Antioquia_Tramo_UF7,Sencilla,3,9.268427,-75.822027,Bajo,LORICA,CÓRDOBA,23417
7,,INVIAS-OTROS,,,24,1.833184,-75.820501,Bajo,SUAZA,HUILA,41770
3,,INVIAS-OTROS,,,62,2.479449,-75.816822,Muy Bajo,PAICOL,HUILA,41518
8,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,42,2.066607,-75.813364,Bajo,ALTAMIRA,HUILA,41026
4,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,6,9.283791,-75.812273,Muy Bajo,LORICA,CÓRDOBA,23417
4,,INVIAS-OTROS,,,16,1.894498,-75.811672,Muy Bajo,SUAZA,HUILA,41770
3,,INVIAS-OTROS,,,14,1.914282,-75.804348,Muy Bajo,SUAZA,HUILA,41770
6,,INVIAS-OTROS,,,10,1.948486,-75.801544,Muy Bajo,SUAZA,HUILA,41770
7,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,10,9.317079,-75.799785,Bajo,SAN ANTERO,CÓRDOBA,23672
3,,INVIAS-OTROS,,,8,1.962977,-75.799313,Muy Bajo,SUAZA,HUILA,41770
10,,INVIAS-OTROS,,,11,1.933216,-75.797012,Bajo,SUAZA,HUILA,41770
7,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,12,9.330765,-75.793525,Bajo,SAN ANTERO,CÓRDOBA,23672
7,,INVIAS-OTROS,,,5,1.987689,-75.793004,Bajo,SUAZA,HUILA,41770
13,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,14,9.343269,-75.789914,Bajo,SAN ANTERO,CÓRDOBA,23672
4,,INVIAS-OTROS,,,3,2.003932,-75.787211,Muy Bajo,ALTAMIRA,HUILA,41026
7,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,46,2.078382,-75.782696,Bajo,ALTAMIRA,HUILA,41026
6,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,16,9.357605,-75.77837,Muy Bajo,SAN ANTERO,CÓRDOBA,23672
8,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,18,9.366374,-75.766497,Bajo,SAN ANTERO,CÓRDOBA,23672
2,,INVIAS-OTROS,,,70,2.455444,-75.764294,Muy Bajo,PAICOL,HUILA,41518
4,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,50,2.090321,-75.76292,Muy Bajo,ALTAMIRA,HUILA,41026
3,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,52,2.104182,-75.751419,Muy Bajo,ALTAMIRA,HUILA,41026
2,,INVIAS-OTROS,,,72,2.462225,-75.745411,Muy Bajo,TESALIA,HUILA,41797
12,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,22,9.382968,-75.739289,Bajo,SAN ANTERO,CÓRDOBA,23672
12,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,54,2.118203,-75.738569,Bajo,ALTAMIRA,HUILA,41026
3,,INVIAS-OTROS,,,74,2.459536,-75.729046,Muy Bajo,TESALIA,HUILA,41797
2,4G016,ANI,Antioquia_Tramo_UF4,Doble,27,8.588476,-75.7267,Muy Bajo,MONTERÍA,CÓRDOBA,23001
7,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,58,2.129605,-75.724503,Bajo,ALTAMIRA,HUILA,41026
12,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,24,9.395748,-75.723983,Bajo,SAN ANTERO,CÓRDOBA,23672
2,,INVIAS-OTROS,Armenia_Tramo_8VTroncalOcc,Sencilla,7,4.822827,-75.716057,Muy Bajo,PEREIRA,RISARALDA,66001
2,4G016,ANI,,,26,9.403696,-75.713139,Muy Bajo,SAN ANTERO,CÓRDOBA,23672
4,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,60,2.137041,-75.71188,Muy Bajo,ALTAMIRA,HUILA,41026
3,,INVIAS-OTROS,,,76,2.462783,-75.710135,Muy Bajo,TESALIA,HUILA,41797
2,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,62,2.146883,-75.695286,Muy Bajo,ALTAMIRA,HUILA,41026
2,,INVIAS-OTROS,,,61,1.711378,-75.691338,Muy Bajo,FLORENCIA,CAQUETÁ,18001
5,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,62,2.15732,-75.683888,Muy Bajo,GARZÓN,HUILA,41298
5,,INVIAS-OTROS,,,80,2.462568,-75.677004,Muy Bajo,TESALIA,HUILA,41797
2,4G022,ANI,SantaNeiva_Tramo_GarzonPitalito,Sencilla,64,2.167654,-75.675717,Muy Bajo,GARZÓN,HUILA,41298
2,3G006,ANI,CordSucre_Tramo_CereteLaYe,Sencilla,14,8.878756,-75.665932,Muy Bajo,CIÉNAGA DE ORO,CÓRDOBA,23189
2,4G004,ANI,Pacifico3_Tramo_UF4,Sencilla,39,5.276528,-75.661812,Muy Bajo,FILADELFIA,CALDAS,17272
4,4G004,ANI,Pacifico3_Tramo_UF31,Sencilla,11,5.167608,-75.658465,Muy Bajo,NEIRA,CALDAS,17486
6,,INVIAS-OTROS,,,84,2.457476,-75.654774,Muy Bajo,TESALIA,HUILA,41797
3,4G016,ANI,,,32,9.411192,-75.653973,Muy Bajo,COVEÑAS,SUCRE,70221
2,4G004,ANI,Pacifico3_Tramo_UF31,Sencilla,35,5.246573,-75.652542,Muy Bajo,NEIRA,CALDAS,17486
2,,INVIAS-OTROS,,,67,1.738844,-75.652199,Muy Bajo,FLORENCIA,CAQUETÁ,18001
3,4G004,ANI,Pacifico3_Tramo_UF31,Sencilla,15,5.19742,-75.643902,Muy Bajo,NEIRA,CALDAS,17486
5,,INVIAS-OTROS,,,84,2.450861,-75.643513,Muy Bajo,TESALIA,HUILA,41797
4,4G004,ANI,Pacifico3_Tramo_UF4,Sencilla,45,5.307212,-75.642414,Muy Bajo,RIOSUCIO,CALDAS,17614
5,4G004,ANI,Pacifico3_Tramo_UF4,Sencilla,47,5.319429,-75.636807,Muy Bajo,RIOSUCIO,CALDAS,17614
3,4G004,ANI,Pacifico3_Tramo_UF4,Sencilla,50,5.335779,-75.635548,Muy Bajo,FILADELFIA,CALDAS,17272
3,1G010,ANI,Armenia_Tramo_5ClubTiroChinch,Doble,10,4.868632,-75.633373,Muy Bajo,SANTA ROSA DE CABAL,RISARALDA,66682
4,,INVIAS-OTROS,,,86,2.441569,-75.630684,Muy Bajo,TESALIA,HUILA,41797
3,4G004,ANI,Pacifico3_Tramo_UF4,Sencilla,51,5.346823,-75.621815,Muy Bajo,RIOSUCIO,CALDAS,17614
3,1G010,ANI,Armenia_Tramo_8VTroncalOcc,Sencilla,24,4.966307,-75.619297,Muy Bajo,CHINCHINÁ,CALDAS,17174
8,,INVIAS-OTROS,,,88,2.436626,-75.614004,Bajo,TESALIA,HUILA,41797
2,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,42,9.472447,-75.603275,Muy Bajo,TOLÚ,SUCRE,70820
7,4G016,ANI,Antioquia_Tramo_UF6,Sencilla,44,9.486045,-75.596458,Bajo,TOLÚ,SUCRE,70820
6,,INVIAS-OTROS,,,92,2.457705,-75.593376,Muy Bajo,TESALIA,HUILA,41797
13,1G010,ANI,Armenia_Tramo_1ChinchinaMnZ,Doble,0,5.016199,-75.592968,Bajo,MANIZALES,CALDAS,17001
8,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,46,9.503031,-75.585995,Bajo,TOLÚ,SUCRE,70820
5,,INVIAS-OTROS,,,94,2.463358,-75.580891,Muy Bajo,TESALIA,HUILA,41797
10,,INVIAS-OTROS,,,96,2.463899,-75.567827,Bajo,TESALIA,HUILA,41797
2,4G022,ANI,SantaNeiva_Tramo_GiganGarzon,Sencilla,24,2.358198,-75.566883,Muy Bajo,GIGANTE,HUILA,41306
6,,INVIAS-OTROS,,,97,2.467003,-75.557614,Muy Bajo,GIGANTE,HUILA,41306
6,4G022,ANI,SantaNeiva_Tramo_CampoGigante,Sencilla,46,2.481337,-75.554066,Muy Bajo,GIGANTE,HUILA,41306
4,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,52,9.508753,-75.546799,Muy Bajo,TOLÚ,SUCRE,70820
5,4G022,ANI,SantaNeiva_Tramo_CampoGigante,Sencilla,50,2.507132,-75.534611,Muy Bajo,GIGANTE,HUILA,41306
12,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,54,9.500052,-75.531092,Bajo,TOLÚ,SUCRE,70820
8,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,56,9.489012,-75.514469,Bajo,TOLÚ,SUCRE,70820
4,4G022,ANI,SantaNeiva_Tramo_CampoGigante,Sencilla,54,2.542949,-75.501738,Muy Bajo,HOBO,HUILA,41349
9,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,60,9.475708,-75.497532,Bajo,TOLUVIEJO,SUCRE,70823
4,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,100,9.712386,-75.494099,Muy Bajo,SAN ONOFRE,SUCRE,70713
2,,INVIAS-OTROS,,,44,8.741427,-75.491867,Muy Bajo,SAHAGÚN,CÓRDOBA,23660
5,4G022,ANI,SantaNeiva_Tramo_CampoGigante,Sencilla,58,2.557855,-75.490408,Muy Bajo,HOBO,HUILA,41349
6,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,62,9.464779,-75.482941,Muy Bajo,TOLUVIEJO,SUCRE,70823
8,3G008,ANI,RutaCa_Tramo_Adicionales,Doble,25,10.299583,-75.480423,Bajo,TURBANA,BOLÍVAR,13838
5,3G008,ANI,RutaCa_Tramo_Adicionales,Doble,23,10.282397,-75.476383,Muy Bajo,CARTAGENA DE INDIAS,BOLÍVAR,13001
2,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,8,9.801521,-75.475903,Muy Bajo,SAN ONOFRE,SUCRE,70713
3,4G005,ANI,CartBarr_Tramo_UF3,Sencilla,8,10.510168,-75.47144,Muy Bajo,CARTAGENA DE INDIAS,BOLÍVAR,13001
2,3G008,ANI,RutaCa_Tramo_Adicionales,Doble,21,10.269814,-75.47041,Muy Bajo,TURBANA,BOLÍVAR,13838
7,4G005,ANI,CartBarr_Tramo_UF3,Sencilla,10,10.524155,-75.465358,Bajo,CARTAGENA DE INDIAS,BOLÍVAR,13001
2,4G016,ANI,Antioquia_Tramo_UF8,Sencilla,64,9.459572,-75.46526,Muy Bajo,TOLUVIEJO,SUCRE,70823
